"","ID","Lea State.x","LEA.x","Area_Population","Children_Poverty","Poverty_Proportion","Student_Prop","District_Population","Non_White_Students","New_Teachers_Proportion","Absent_Teacher_Proportion","Counselor_Ratio","Student_Teacher_Ratio","Absent_Prop","Test_Prop","Teams_Prop","Athletes_Prop","Takers_Proportion","AP_Prop","AVG_Suspenion","Expulsion_Prop","Police_Prop","Race_Disc","Race_Reports","Gender_Disc","Gender_Reports","Alg1","Alg2","Geo","AdvMath","Calc","Bio","Chem","Phys","Early_Pass","Late_Pass","Grad_Rate"
"1","100190","AL","Alabaster City School District",34015,860,0.128300760853349,0.178274290754079,6064,0.418370712401055,0.0248929602708354,0.181718609977098,0.00230870712401055,15.0950911082346,0.101418205804749,0.0821240105540897,0.00494722955145119,0.118733509234828,0.871750433275563,0.0951517150395778,0.0347955145118733,0.0062664907651715,0.00560686015831135,0.00725593667546174,0.00593667546174142,0.00214379947229551,0.000824538258575198,0.0016490765171504,0.000329815303430079,0.00148416886543536,0.00560686015831135,0.000659630606860158,0.00313324538258575,0.00296833773087071,0.000494722955145119,0.977715877437326,1,"97"
"2","100005","AL","Albertville City School District",21786,1546,0.375698663426488,0.249885247406591,5444,0.557494489346069,0.157051282051282,0.288461538461538,0.00257163850110213,17.4487179487179,0.134276267450404,0.066678912564291,0.00349008082292432,0.0505143277002204,0.982817869415808,0.0534533431300514,0.0257163850110213,0,0.000183688464364438,0.000183688464364438,0.000183688464364438,0.00220426157237326,0.00257163850110213,0.00422483468038207,0.00220426157237326,0.00183688464364438,0.00257163850110213,0.000734753857457752,0.00734753857457752,0.00165319617927994,0.00238795003673769,0.954954954954955,0.666666666666667,"94"
"3","100030","AL","Alexander City City School District",17073,832,0.312899586310643,0.177590347332045,3032,0.450527704485488,0.134292565947242,0.45083932853717,0.00263852242744063,14.5419664268585,0.110158311345646,0.074868073878628,0.00758575197889182,0.130936675461741,1,0.0408970976253298,0.0422163588390501,0.00230870712401055,0.000659630606860158,0,0.000329815303430079,0.00230870712401055,0.00527704485488127,0.00296833773087071,0.0016490765171504,0.00296833773087071,0.000989445910290238,0,0.00263852242744063,0.0016490765171504,0,0.980132450331126,0,"89"
"4","100060","AL","Andalusia City School District",8854,386,0.267313019390582,0.200248475265417,1773,0.365482233502538,0.0442477876106195,0.221238938053097,0.00225606316976875,15.6902654867257,0.151720248166949,0.0710659898477157,0.00282007896221094,0.0902425267907501,0.333333333333333,0.00338409475465313,0.0366610265087422,0,0,0.00338409475465313,0.00338409475465313,0,0,0.00338409475465313,0.00338409475465313,0.00338409475465313,0.00112803158488438,0,0.00338409475465313,0.00169204737732657,0.000564015792442188,0.975409836065574,0,"95"
"5","100090","AL","Anniston City School District",22350,1106,0.347361809045226,0.0917225950782998,2050,0.933170731707317,0.0820650552074008,0.246195165622202,0.00365853658536585,15.2939421068338,0.182439024390244,0.0521951219512195,0.00975609756097561,0.119024390243902,0.896103896103896,0.0375609756097561,0.10390243902439,0.00634146341463415,0.000975609756097561,0,0,0.00048780487804878,0.00048780487804878,0.00292682926829268,0.00292682926829268,0.00292682926829268,0.00146341463414634,0,0.00341463414634146,0.000975609756097561,0,0.868131868131868,0,"79"
"6","100100","AL","Arab City School District",8305,329,0.216447368421053,0.313425647200482,2603,0.0530157510564733,0.0397456279809221,0.414490120372473,0.00192086054552439,14.7796956620486,0.102958125240108,0.0664617748751441,0.00384172109104879,0.0595466769112562,1,0.0645409143296197,0.0265078755282366,0,0.000768344218209758,0,0,0,0,0.00345754898194391,0.00115251632731464,0.00268920476373415,0.00422589320015367,0.00115251632731464,0.00461006530925855,0.00230503265462927,0.000384172109104879,0.967213114754098,0,"94"
"7","100120","AL","Athens City School District",24963,685,0.173505572441743,0.180226735568642,4499,0.390975772393865,0.119479599964599,0.399150367289141,0.00244498777506112,19.9088414903974,0.0935763503000667,0.107801733718604,0.00822404978884196,0.0980217826183596,0.987179487179487,0.034674372082685,0.0317848410757946,0,0,0.000222271615914648,0.000444543231829295,0,0,0.00444543231829295,0.00355634585463436,0.00444543231829295,0.00444543231829295,0.000889086463658591,0.0051122471660369,0.00400088908646366,0.000889086463658591,0.878787878787879,1,"89"
"8","100180","AL","Attalla City School District",5952,280,0.302049622437972,0.253024193548387,1506,0.288844621513944,0.0712105798575788,0.111902339776195,0.00265604249667995,15.3204476093591,0.330677290836653,0.166002656042497,0,0,0.824175824175824,0.0604249667994688,0.0245683930942895,0,0.00332005312084993,0,0,0,0,0.00332005312084993,0.00398406374501992,0.00929614873837981,0.00265604249667995,0.00132802124833997,0.00531208499335989,0.00332005312084993,0.00531208499335989,0.855421686746988,0,"94"
"9","100210","AL","Auburn City School District",61570,888,0.121278339251571,0.140051973363651,8623,0.415284703699409,0.0988837545400955,0.289044820963356,0.0022903861765047,16.3975887576778,0.0565928331207236,0.0738722022497971,0.00823379334338397,0.157717731647918,0.904024767801858,0.0749159225327612,0.0200626232169779,0.00347906760988055,0.000927751362634814,0.000811782442305462,0.00150759596428157,0.00197147164559898,0.0035950365302099,0.0033630986895512,0.00104372028296417,0.0031311608488925,0.00452278789284472,0.000811782442305462,0.00394294329119796,0.00162356488461092,0.000463875681317407,0.931947069943289,0.941176470588235,"95"
"10","100240","AL","Autauga County School District",55504,1842,0.184384384384384,0.163681896800231,9085,0.329444138690149,0.0586206896551724,0.38448275862069,0.00220143093010457,15.6637931034483,0.197248211337369,0.0876169510181618,0.00517336268574573,0.0840946615299945,0.920833333333333,0.0792515134837644,0.0194826637314254,0,0.000550357732526142,0.000550357732526142,0.00121078701155751,0.000880572372041827,0.0015410016510732,0.00374243258117777,0.00143093010456797,0.00418271876719868,0.00198128783709411,0.000440286186020914,0.00484314804623005,0.00220143093010457,0.000440286186020914,0.932608695652174,1,"89"
