ID,Total_Suspension
4103270,16
5308160,509
5310050,65
5309390,13
4105160,201
4113530,224
4106000,617
3002640,1
5303540,427
5309180,212
5301350,39
4106930,25
4102310,82
5302490,119
5305280,159
4104740,660
4104700,176
5306180,686
4199999,65
4106780,18
200600,691
1601920,3
3014640,8
5308970,138
4106710,31
5304920,326
3013660,61
5307440,13
5308820,146
3004800,65
1600360,907
5309510,65
200150,85
5303750,496
4108310,92
5302700,1041
5305730,28
4110350,409
5308670,544
5300720,34
5307800,1
5306870,65
1602520,45
5300003,388
1603000,23
4100015,13
5304740,65
1603180,18
4108830,811
1600450,11
5305940,157
5304590,65
200030,11
4103940,864
4102780,95
3027730,65
3016710,65
1602430,65
5306220,65
5301290,40
5303130,138
5307740,163
1602850,10
5309720,267
5302820,1670
4103690,53
5306930,59
5300011,65
200001,522
4109510,65
5309270,1881
200130,32
5305010,26
5300690,65
4111970,135
1601770,55
3020960,65
5304200,320
5307920,247
5308760,200
3028380,65
4111670,615
200525,65
4109480,199
5303000,65
1602340,641
4109000,15
5304110,36
5306540,65
5308340,180
1602190,51
3000102,2
5310140,368
5305520,60
3006110,23
3022710,65
1600960,8
4108040,681
1601020,102
4111290,124
5307350,144
5301320,285
1500030,6054
3200420,16
3014760,65
3013530,1
4113170,51
1601500,65
1601110,12
5307620,80
3009930,9
4100043,65
4112600,74
5308550,32
3014430,65
4111490,15
1600139,65
5309690,124
3000098,65
1600510,309
200710,118
1600240,27
5301660,38
5302880,65
3006790,1
619700,625
623160,395
622890,36
635130,381
601428,18
635830,589
639420,490
614190,319
691009,7
609810,11
603630,881
637050,330
629640,134
602970,77
634440,285
601331,42
630990,106
635600,86
639000,123
638070,5
643410,40
630030,433
622110,354
691045,68
616325,440
691111,99
600032,91
600045,207
603300,162
600009,65
628470,469
600022,213
601770,222
606450,424
611040,76
636670,8
606900,347
640740,1780
637620,65
637200,85
607560,80
612180,188
642710,178
630600,924
601423,226
634590,910
609070,1049
608460,269
600033,206
600046,132
632550,2132
602730,13
636450,17
691078,1731
616680,96
613360,1297
618390,281
622500,2668
601415,175
635310,1622
634860,11
613840,125
638770,67
636805,32
630660,766
630210,1161
601339,25
631170,91
604830,97
601426,56
634680,603
614070,74
609690,213
612960,52
617340,156
625530,392
06CC366,377
619490,96
600014,65
623610,1498
609850,1346
632370,1247
610620,100
612840,112
600036,1272
628320,31
602850,1179
607440,627
606870,122
642150,245
633840,2932
600064,1163
604380,33
626880,348
630330,4
605580,612
638700,106
643470,1023
691010,12
622170,56
610290,116
639930,429
691018,55
691030,241
619950,391
691043,1
623010,73
624230,89
600016,345
607900,244
637380,57
608370,370
642510,745
612630,27
637830,50
643080,568
616740,910
625190,117
625770,34
691047,48
691134,2
616500,253
600047,1004
629130,432
629550,1886
600068,125
619620,87
627690,686
620250,480
619830,46
623530,28
691063,49
600026,26
624090,996
613800,129
618060,256
643560,316
609390,845
691011,15
622230,1739
626100,83
627200,146
626640,445
635070,62
635700,65
609120,290
639940,5
691019,56
609665,5
691006,164
691031,729
614550,6777
638790,77
635430,203
691013,10
691001,2
622860,7
626760,69
601442,63
635110,199
617220,71
629610,97
621600,297
600049,18
603610,1
634620,3091
604230,92
637500,34
691037,65
636800,354
638010,2929
606390,1370
632880,135
633750,255
603600,223
600020,285
626910,362
600029,262
613080,19
626490,65
613470,104
612120,287
691012,143
626370,1287
633150,1376
608760,96
629370,47
631400,3
630250,284
614820,98
620460,32
601414,369
616230,584
611730,18
620130,46
639630,157
691008,65
691002,38
631710,193
636840,277
642930,80
691040,28
627850,24
622740,65
601950,65
614950,260
629820,298
621000,64
610770,192
604020,640
600034,207
605940,40
602700,184
636390,670
600069,143
605880,59
612930,74
604620,49
607200,133
607920,228
613890,633
691046,79
607970,1019
607740,28
06CC370,30
621150,31
607020,13
639870,56
600001,18
636780,15
614430,196
610050,442
640590,347
641580,423
622050,119
691024,105
603840,265
691137,12
606780,54
611520,102
600060,27
634320,3536
600158,65
600067,10
601410,137
637630,5
632070,433
642540,59
601322,59
608130,1415
607230,173
691034,70
617430,46
638280,67
609870,43
691136,87
602820,2250
691020,229
601332,3146
600160,100
600153,23
621810,139
624480,47
620070,384
634425,133
634710,655
625320,108
608010,132
624660,776
691029,137
691102,17
691048,60
691005,30
642960,66
607140,45
623080,238
633510,12
636820,68
634380,195
600048,410
612330,2891
633630,483
619540,3977
625230,293
619650,393
610350,155
618990,52
603690,453
623340,1638
629850,418
618930,275
605610,299
691017,14
625830,334
600062,297
691035,49
622410,608
621330,34
615270,173
638640,1449
616920,1666
623940,75
622710,1908
642330,19
601409,194
638880,255
612070,234
611870,1
633110,113
691032,65
624150,24
630360,73
632610,296
634800,172
609620,466
619320,133
635670,65
640680,20
634920,106
609940,294
627240,365
684500,337
601620,411
614880,1102
624750,21
634170,3283
603270,92
600035,183
641880,230
691007,511
638460,62
691135,1141
618210,122
601421,203
691122,28
608160,1045
691025,42
615180,790
691022,40
619260,761
637590,105
621870,156
610860,169
620670,65
627060,218
620910,65
600116,51
691033,2
612910,228
625150,1046
621420,100
605240,79
642560,132
627180,49
638980,35
613170,46
601860,58
611110,1304
624030,184
610680,65
622590,139
600061,232
640150,660
629220,587
600039,263
626280,25
609640,330
632270,148
624500,198
642580,9
616323,105
623820,4
600019,162
620220,3
691023,29
600011,24
628650,720
636940,34
641190,675
600027,623
691028,21
615150,3
636270,373
609030,1393
600040,44
625860,1246
601418,81
614250,33
628140,95
629490,1113
612210,30
607500,263
604290,209
600052,343
600028,466
640980,476
628170,58
638220,49
605820,150
629700,114
604740,65
606990,59
607530,35
612880,502
610260,137
633980,1278
612090,101
600043,32
600038,3
607800,200
634410,1427
637530,268
602630,387
600018,13
691003,14
691036,23
600063,240
600065,237
641280,122
691093,3
640300,613
635970,5
600025,16
636600,284
611820,781
691051,22
601650,72
600017,667
633860,272
600159,36
614400,429
604440,426
613530,110
691041,130
600044,132
642480,320
625690,86
629910,169
691026,207
636970,427
631530,462
636972,1238
621690,828
699720,32
627590,197
600013,239
627720,240
625800,1523
611220,25
634880,321
628270,61
631320,723
06CC256,46
635880,155
603030,53
604110,87
634740,84
628250,555
633720,34
691021,32
611460,614
637260,85
611280,290
628050,1524
600051,135
641160,1897
602450,216
629940,1314
627780,51
614760,707
606810,840
634980,265
620370,36
619680,105
616050,94
602430,592
635250,486
615240,508
617490,3
620640,101
613920,1167
642140,162
600015,80
642000,72
626310,143
609570,113
605040,55
602670,156
605700,16
691049,74
629270,1038
630750,259
691027,224
608970,50
400373,65
4900870,335
3500510,79
5604230,1
408080,6
404280,238
803960,59
3501110,2715
806150,726
806870,22
3501500,1367
3501170,76
402530,374
3501590,65
804410,2945
403150,34
406960,97
3501950,25
400074,62
403780,610
405320,118
405820,588
400023,69
803360,2757
803000,28
408230,106
3500120,216
804050,77
803630,65
3501020,9
806240,194
806960,80
3501380,65
806600,3
403200,129
406440,65
3501650,27
5601420,5
3500390,300
803030,7
803390,16
3500011,1
4900780,8
4900420,742
4900069,65
4900990,1
5604120,16
5605302,229
400219,60
802700,32
400202,6
3500270,32
805760,24
4900330,74
806120,1815
803480,237
3500690,150
4900690,15
401760,107
5605690,17
4900180,1
400327,41
400638,16
802070,162
802490,755
3500480,12
805550,541
401460,436
409190,233
400163,8
3502310,79
406330,1320
4901110,208
403860,24
5602870,79
408170,1140
801950,1082
804680,65
5604450,125
806210,12
4900240,138
3500600,121
805850,39
401940,351
3500990,327
4900600,156
4900090,44
5601260,28
804320,46
3501680,269
403040,88
3502040,21
401180,65
3500810,3
409460,147
3501050,6
806270,26
5602140,6
4900390,203
403820,77
403450,2637
5601980,538
802640,44
5606090,2
806990,2
804530,1549
805130,147
805250,17
4901050,560
403500,195
5602370,2
4900120,56
401410,647
408340,708
806690,56
402860,286
3501140,65
3501620,20
802280,19
5602760,89
400407,8
5605695,65
400680,1073
407750,1373
802370,44
800017,11
4900630,223
4900174,9
4900750,73
803780,195
806540,146
400026,16
4900030,65
804110,7
409630,890
803450,1370
3502430,182
3501800,8
804740,2
804830,65
800286,65
404630,755
407300,249
408600,158
805010,8
3500150,239
5604260,65
806480,717
400295,1022
4900540,48
406580,93
3501710,5
406740,125
803840,22
800016,31
3502800,41
3500420,2
804770,46
3502640,43
802790,209
805790,195
802400,36
3500240,85
804590,10
402320,405
400790,449
806570,65
5605220,287
4900066,44
3502520,60
400944,34
402920,1051
409160,1031
4900510,132
807200,39
3501350,6
3500180,201
400246,22
804920,203
407240,251
804950,22
802130,4
805610,27
803330,336
804380,74
5601030,62
805400,853
802670,35
400016,65
4900360,1116
3500540,12
406250,2562
3502100,42
5602150,19
408410,40
401500,60
404060,279
3502400,16
3501830,65
3502250,805
403010,405
404720,613
5603310,9
803810,25
3501740,60
802730,1
805730,236
4900960,29
804350,916
5605762,125
805970,1
3500010,673
3501560,90
802580,1106
3501200,38
3501470,5
403290,11
406070,142
3500300,133
4900300,3
805100,45
408850,359
5601470,192
5606240,6
408680,478
400450,297
405030,172
408310,1105
408520,905
802190,105
805490,78
804020,262
3502550,65
407130,65
408020,65
805190,103
5680250,65
3502370,718
400361,8
806660,29
5602820,12
5604830,5
801920,808
806810,114
806750,21
408800,1804
803750,28
407820,49
407700,106
4901080,208
407520,7
406730,132
805310,423
804500,24
804080,799
4900450,1
4901170,3
803090,254
806780,1
5602070,45
4900840,2
4900005,373
404010,8
404570,81
400083,3
804860,5
805370,1072
407570,1154
400191,29
3500330,24
802430,74
403870,496
400800,7
4901020,4
407170,95
5600730,110
807350,172
406870,18
806900,2887
804800,4395
3501890,142
3502070,113
3502580,10
5605830,28
3500030,352
5605090,42
4900060,11
3502610,46
400811,224
405530,263
4900810,683
4901140,178
3502460,114
807080,56
803420,5
806090,1
3501980,3
403400,894
3500930,5
804470,36
4901200,957
802340,3238
804710,9
403990,413
803600,56
3502340,2
3501260,1073
409430,95
802610,75
802310,13
805220,44
4900900,70
5601700,17
803990,808
409250,24
805460,16
3501410,25
5603770,1
401870,1443
5603180,21
802850,18
5603170,20
402690,2736
405930,1081
409733,16
5601460,6
802940,191
807230,1071
3502130,65
5605700,6
400212,36
3500210,166
3501770,17
3501230,17
803060,3280
3500960,90
5602830,15
3500060,5234
4900660,47
400282,18
3502190,22
4900270,40
3500750,34
5604860,30
4900150,36
3501860,30
805340,65
408280,49
5605160,66
806450,20
3502010,31
400082,286
802910,3144
5604030,1
807290,18
804200,141
5604060,25
3500090,65
803870,1124
3500900,262
400112,670
404970,3162
805820,138
803510,1
400463,65
804260,100
4900930,64
4900570,65
3501320,65
4900210,1098
3500570,967
406810,247
4900142,837
807140,65
401600,129
803540,235
400001,243
806330,31
807380,59
803720,98
5602990,82
400910,65
5602670,65
3500660,33
405980,508
400636,22
3501080,252
400003,83
403950,65
4900720,65
5604510,630
4900480,14
3502670,20
806060,6
4501170,3170
3701200,1221
3701950,531
3700720,174
5103480,62
4503630,993
5100097,12
4503908,1648
5102910,1386
3704050,2452
3703480,220
5100750,95
5102980,90
4503480,336
5102390,67
4502970,1125
3704740,509
3703310,2203
3703780,620
5101980,654
5102520,225
5103930,167
5101380,101
5103520,238
4502070,306
4503330,1156
5102280,188
4502700,1737
5102610,120
3700780,135
4502490,5900
5101690,64
5102070,54
5101050,701
3702160,693
3701500,7520
3702680,863
5103180,37
3700630,595
5103780,206
5103390,632
3700157,65
4503030,809
5102120,120
4502550,1042
4502340,2346
5101510,367
3702820,103
5100660,310
3703990,1014
3704620,2444
3700450,1616
3704890,375
3702010,2283
3702560,1354
3702940,193
5103900,271
5103690,141
5101110,1771
3700098,65
4500720,3912
4503600,637
5102490,113
1100073,71
5100152,123
4502400,129
5101590,159
5102340,1612
3703450,1775
5103510,404
5100210,356
3702310,1692
4500780,308
3704800,376
1100048,129
3700750,382
3700030,2851
5102370,142
4502460,680
4502820,1237
5102010,277
4502250,341
5101410,477
3702640,3
3703270,2764
3704590,67
3700600,79
3705040,238
4502670,691
4501500,1763
3701830,413
3700360,373
3702370,2231
3700840,185
5103600,369
5103950,46
4500002,304
5102310,246
3700300,52
4502370,86
4502730,2190
5101080,131
5101320,279
4501560,1458
4502520,1050
4503840,387
5100120,585
3702190,356
4500690,598
3704650,1312
5102850,102
4503570,218
5102460,869
4501950,463
5101140,150
3701680,109
5103870,269
4500900,1338
5100510,191
5100300,756
3704920,253
3700900,2291
4500750,813
5100360,637
5103330,465
3704140,1022
1100035,89
3700580,543
4503180,1065
3700210,85
1100005,348
5101200,144
5104150,517
4502430,1009
3700011,6640
4503540,263
5100560,55
3703540,1246
1100008,388
4502130,3796
3702400,90
3703060,593
5103980,129
4500810,511
5100420,134
4501440,5756
1100030,2865
3702250,1125
4501530,1846
5103640,969
5103240,5704
4500004,65
3700870,6
1100043,135
4503810,523
4502190,1294
5101350,63
5101740,407
5100330,11
5103300,1163
4501110,1691
4503460,240
5100090,372
5100480,333
4502010,1898
3704410,404
1100031,756
3701080,263
3700090,105
3701770,36
4503660,2339
5102580,175
5102940,1524
5104110,298
3702100,776
4501250,323
5102790,210
3700330,1163
4503000,160
5101860,274
5100042,65
5102250,610
3703330,2077
3702760,111
5101650,104
4501020,244
5100600,865
3703420,603
5101920,691
5100060,625
5104020,529
5101710,137
3703090,739
3702430,496
3701530,1102
3704880,2580
4503060,608
3700320,65
3702280,69
3702610,1327
3703210,108
3700480,644
4502790,479
5102710,304
3704440,59
4502580,1704
5101770,743
4503750,1126
3702040,494
4500960,187
3705020,4163
3700960,677
4503900,244
4502640,200
5101830,371
3702340,200
5101620,396
3702970,12638
3700270,344
4503902,3994
5102820,226
4500001,65
3704530,166
3703900,247
3703360,205
4502280,1498
5101440,648
3705070,60
5100810,3001
3703120,341
3703600,222
5100870,10
5103840,4093
5101290,8
5100270,190
4500870,227
3701920,3724
5102670,6720
5103030,158
4500930,257
3701620,4582
3704950,343
3700930,322
5102880,89
3700180,1209
4503150,1593
4503870,1362
5102730,161
3704720,6819
4502610,730
3703720,72
5103150,311
4503210,2151
3703870,1264
3704500,279
3703510,133
3703000,59
3704080,696
5100780,146
5103750,66
5101170,308
4503510,1049
5102400,257
5103000,3508
4502310,8076
3704200,757
3700001,65
5103810,363
4502100,812
5101260,2655
3703930,6050
5102100,166
3702880,724
4501080,503
5100690,197
5101470,422
5103060,177
4500840,215
5100450,137
3703630,533
3704380,246
3700660,333
5104080,251
5101560,45
4503420,65
5102360,477
5102160,277
4502220,312
5103710,1410
3701320,1202
5100180,167
5103130,3068
4501770,1031
5100990,49
3704320,828
3700420,1296
5100240,217
3704830,137
4501050,250
4501830,2042
3701110,224
3701800,841
5101890,3034
5102430,76
4501920,1697
5104050,259
3701170,197
4503390,2843
4501740,119
5100960,107
5103460,260
5103090,441
5102190,152
5100080,47
3700690,856
4502760,17
5100540,176
3700530,2594
3701260,3397
3700120,72
3700390,523
5101800,4790
5100020,65
4503780,841
5102640,4001
3703570,677
3700240,250
3701380,20
5103370,158
3700012,5912
4503360,5512
5103660,1875
4501860,1833
5103420,110
5100840,3290
3701140,1222
2200180,460
4809810,63
4826790,342
4809060,2
4801409,221
507320,60
4829580,12
2201590,1287
4840950,1071
507890,161
513230,1
4843720,191
4816180,27
4825660,3118
4832790,5
4800292,734
2803480,1220
4808310,118
2803060,323
4814400,16
4835570,1
4811110,32
2200570,5
4842660,1
4839510,65
2801830,713
4817960,17
4842280,59
510440,794
4832460,24
4808090,492
500078,65
505760,11
4832090,319
4824530,7
4821600,6
4843140,65
2200780,33
4818360,556
511610,87
4845950,42
4824960,2
2201170,420
503240,24
4833780,11
4844730,321
514430,128
4822980,11
508730,26
2202010,118
4800093,65
4823400,1
4820400,18
506630,61
505970,35
4808130,2874
510680,866
4800264,378
4839900,9
2201440,74
512660,962
4819280,65
4843470,2023
512060,166
4840350,1
4824780,1
4800016,65
4846320,9
4828350,1
509540,52
4821450,18
2200630,737
4818180,4438
4815300,1
4839570,29
2201020,2184
4836240,105
4846530,228
4818940,89
4843200,103
4821660,219
2802340,333
4818480,1
4811220,29
2200660,54
4842120,1
4814670,141
4838970,406
4811460,4
4835520,185
510290,16
4814280,1064
4815150,15
4817830,5
2802370,109
511760,24
4842960,181
4821540,65
4845780,644
2200870,4557
4818280,173
4824840,65
2201260,182
4821930,65
4834320,3050
508610,125
4824260,65
4817100,65
4838820,25
4838400,3
4810890,60
4820960,39
4845150,16
4817700,634
509480,52
4826310,66
4823310,150
2201380,293
4812120,14
4808730,13
511970,657
2201740,2470
4815750,381
4837200,4
4812640,48
4840080,173
4828780,53
2800600,82
4800074,18
4814760,4
2802280,548
4831230,65
4827780,183
4835130,20
4807710,6929
4831770,35
4810740,65
4828550,409
504930,65
4825440,53
4828020,10
4822380,45
4843950,52
500405,10
4800274,347
4826130,4010
4825710,52
4815540,2
507110,33
4812420,157
4846620,36
4843260,19
4815840,4
4800055,349
2802940,18
4822170,87
4843760,1
4836360,39
4811680,1425
4835740,8
4808400,7
2201470,451
4812480,274
4800266,179
2800820,23
2800191,709
4828680,193
4825560,30
4829130,16
2803150,118
503690,314
4827420,38
4813590,224
4831290,16
509330,45
4810320,7
4826430,21
4823460,18
2801380,258
4824180,42
2804350,92
500009,16
2801710,1112
4817580,90
4841880,23
4814450,4
4826220,3
4800080,1
2803530,101
4826640,59
4829400,88
4844010,36
4819350,167
2201680,3924
4840800,1
508040,595
512520,127
4821390,268
500001,104
4823880,4
4845630,35
2801620,1670
2804260,40
500026,1816
4824730,52
2804680,52
4827330,37
4800012,65
2200039,56
4813200,5
4822920,105
4819980,65
2201950,17
4822560,15
4844150,2222
4844430,218
4816380,2
2803630,354
4820190,33
4816890,65
4809570,716
2803990,621
4801427,66
4830120,30
4840740,409
2200120,417
500015,156
4815000,1343
4839330,2
4811790,1950
506930,9
4842900,6
4839780,1
4836450,12
4836750,16
4809300,16
2201230,864
2200840,7507
4808550,84
4825020,6
512450,224
4822120,65
4832160,63
4828620,25
2800420,208
4800069,6
4825500,238
4822770,65
4819770,52
2803270,38
2802910,1274
4807350,388
500047,245
4827870,65
4821000,3
510260,28
4842480,591
4817760,52
2200300,3546
4842060,127
505470,30
4824330,65
4810950,65
2200420,196
2801680,103
4827180,4
4824120,15
2802100,53
4834500,7
4830930,34
4800211,446
2804320,1211
4801438,57
2802580,118
4845540,65
4824600,27
4800009,65
4846080,65
2804770,625
4827240,102
4838730,4916
4841400,4
504050,17
4810800,26
4820760,166
4842330,1033
4845040,5
4827540,23
4834860,692
4813680,4
4834440,328
4826580,1353
4823670,21
4820600,565
4830390,1716
4800186,6
2801260,484
4824060,759
4812990,75
4834170,59
4846710,280
2800360,367
4843350,35
2802490,182
4818720,2
4825230,22
2802850,144
4822320,180
4846470,12
513930,415
4813260,1
4837260,70
2201800,1030
4812700,1
4833980,5
2800750,3261
4819560,413
4841070,149
4816230,11391
2803520,245
4808880,2
4832910,8
4829280,1
2801110,118
4809360,132
2803830,1304
4829910,7
4830210,65
502610,39
513380,21
4809670,6691
4832310,34
4807800,65
4835250,7
4831890,24
2802700,241
4800257,134
4814820,100
4839150,34
4811610,49
500062,237
2803690,66
4820640,43
4844960,1078
4841820,744
4820250,1674
2801490,135
2804050,332
500017,298
503640,54
4813500,25
4837590,39
4810230,1460
4834260,5
4816950,35
4838190,311
4838460,13
509750,32
4834980,436
4810500,50
4838900,646
4817160,5
4835430,224
4842810,4
4812180,207
506330,920
4839630,106
4809150,13
4836570,65
2201110,457
4811990,8
4833180,722
4829700,65
4840410,15
4813050,1184
4837140,465
2201830,974
4801432,65
500021,10
2804590,138
4837440,179
503090,103
4810140,14
504380,118
4816860,1497
4841220,5579
4813800,4
503750,424
508670,149
4838360,186
2804440,165
2201890,499
4813170,494
4837170,35
513080,127
4809720,234
4844110,135
4816530,353
2800870,98
4840920,424
4837710,8
4808700,2505
4829820,65
2803570,111
4823280,146
4835800,59
4832430,12
4828920,1419
500394,65
506120,317
4807980,37
4808940,2937
2200960,1
4811730,20
506870,30
511850,2317
4822470,1809
4800044,3
4839750,87
4843860,10
4819110,5
2201530,1706
4840650,168
507840,268
4843320,59
512210,122
4815910,1768
508700,10
4834230,65
4830640,151
507920,59
4827300,833
509420,37
4810710,100
4834650,16
4810200,447
4800125,69
4823850,4
4823370,65
4845120,194
2801470,275
2804020,406
4830180,2
4800163,472
509240,76
4814370,627
4835100,1068
4816920,65
4842240,64
504890,26
4826100,11
4823100,82
4800075,689
2200030,1502
502790,75
4826490,201
506990,40
2800187,1324
4818900,18
2802670,326
2802310,300
4846500,13
4815720,129
2803030,1321
4800049,65
4822530,428
4819440,5
4836210,65
4811580,142
4836480,4
2201200,1888
507290,14
513110,372
4840320,65
4837020,1380
4833660,7
2201560,1528
4831760,275
4828200,6
4825140,54
2200360,37
4820850,16
510380,10
4817640,1608
4846200,9
4821360,48
4845600,84
2200720,396
2803210,276
4836660,153
4809280,9
4801415,7
4800158,36
4830060,199
4823790,46
508240,16
4801440,1899
2803510,36
2804230,632
2803810,171
4833360,12
503150,34
4816200,18
4837800,41
4813230,1200
4809780,4
4822050,3
4832740,1
4840020,103
506540,19
511700,32
4818390,21
4815270,2085
4812090,1
4812390,3
4815510,113
2802880,1043
4825870,65
4800263,65
2800390,16
2803240,506
2800900,177
4800283,48
4829010,112
4838850,130
2200390,27
2804710,12
4827990,16
4830870,3
2802040,73
4800210,374
500046,18
4810910,5
4834920,31
4807470,65
2802460,408
4800241,568
2200207,488
500070,44
510200,11
2200990,716
4846260,5
4818690,3
511010,98
4821420,1102
4800034,102
4824750,53
4846680,1055
4821810,79
4813020,31
2201980,290
2201620,56
513350,27
4809630,808
4819820,9
4816410,157
2800450,152
4813440,29
4829670,1055
4826340,7
2803300,577
4833720,38
500419,740
4812460,50
2803660,75
2280100,65
4822830,76
4819830,103
513410,302
4816440,65
4816740,888
2801020,499
4816290,26
4837900,21
4820500,22
2803720,102
4844810,65
4841610,2
2804080,355
4812780,121
4809410,2
4801421,67
4813320,85
4837380,2
503030,112
4834050,101
4827750,2
504110,5
4800011,192
4821750,81
4842630,10
4815210,55
2802010,80
4839480,507
2802430,317
4846440,32
4811070,65
2802790,753
4814730,992
4836000,62
505410,344
500068,31
4839030,3
4835560,4
4808190,25
2803780,283
4820550,29
4844890,7
2801200,949
4824030,501
2804170,182
4821060,39
2801560,353
4823640,18932
4838080,133
2200150,1609
4807410,1
509390,393
4834830,1398
4841970,27
4814520,7
4838790,122
4835340,13
4814070,18
4824420,1232
2801440,53
4800004,65
2802220,289
4800207,107
2801770,2479
4827510,64
4830570,2628
2200060,323
4820310,39
4844580,32
4822890,11
509060,58
4819950,8
2801090,460
4800118,65
4826280,202
4824930,265
2201320,7
4800065,65
2800186,291
2802640,282
4825620,65
4819650,3201
2803000,447
4826040,55
4800073,65
2200240,150
4840230,61
4836970,120
506420,33
4843920,13
4819170,66
4840710,1804
2200090,910
4815960,123
4820160,15
4844410,2
2201770,362
508280,924
4822740,65
4831040,1551
2801950,552
4827690,21
4811010,22
500043,168
4807590,42
4835040,8
4800063,87
4832370,347
2200510,212
506060,852
4811280,239
4807890,288
4845900,420
2804470,2472
4824100,184
4821150,836
2801800,620
4817880,47
4800022,9
4824480,9
4800187,5
513680,21
4819740,21
4820010,778
4816620,989
4841010,5
4813650,43
2801220,243
4844710,7
4817070,584
4841520,65
505430,28
4828290,853
4825200,183
4835580,35
4808280,137
4832280,98
2200600,392
506150,13
4828740,529
4807780,38
4833120,3888
502880,85
4826610,77
508400,113
4834020,65
4830420,106
2200125,272
4809390,25
4820220,75
514010,32
2201050,181
4811640,85
4825260,1090
4824810,5
2201410,592
2802730,56
4825680,419
4800258,2
4828380,37
4800062,44
2803120,173
500067,65
4822410,65
4819320,6
500390,65
506090,50
4835910,117
4808580,96
4832640,18
4842990,60
4839930,306
506840,87
4836540,40
4815180,65
2201290,1504
4816260,30
502960,239
507770,127
4819080,18
4820070,5
4844280,2616
2201860,192
4819840,65
4841350,224
4838220,122
4816500,7
2800840,225
4821630,3
504980,42
4828110,579
4824990,2630
4845480,65
4818000,5037
4842300,8
4814790,13
2200450,175
2200810,819
4800008,65
4824150,13
4821270,2
4808100,17
4832130,16
4828590,65
4810990,18
4814640,65
505500,226
4835850,133
2801290,491
4842030,94
4844800,204
2804290,198
4823910,1809
2801650,470
4837860,7
4810470,38
4813290,65
4834470,72
4809860,442
508940,48
4841580,6
4814160,1
4838430,8
500028,104
4816710,129
507380,138
512510,116
4812220,35
4836390,65
4808910,17
4832940,1200
4801400,65
4812750,70
2800185,139
2201650,2494
4836960,5
2800510,64
4828890,1059
4825740,3201
4822800,8
4800260,290
2803360,296
4808430,29
2800990,47
4814490,8
2200480,1171
4811250,9
2801740,548
4818060,194
4814850,38
4839180,33
4835010,8
509840,113
4817790,2
4842090,19
4823430,44
4825980,63
4823010,4
507170,42
502250,78
4826400,13
512960,210
4843800,66
4817040,17
2804380,54
4823820,64
2803960,59
503450,49
4837740,275
4810350,3
500012,18
4814010,65
504080,22
4841430,2
2803180,112
4822500,7
4844040,1
4800086,31
4815690,3
506900,18
4812510,17
4839990,552
4815240,307
512540,106
4844470,11
4841280,141
4826190,149
4808340,71
511130,39
4832340,21
4800272,230
4812150,5
4836300,22
4808870,82
2800189,1182
2803090,66
4844160,290
2800630,496
4822590,3
4829100,26
4800092,258
4825920,60
4822970,65
4843230,65
4835190,59
4827390,65
4810260,35
2804530,503
4831260,206
4827810,24
4830690,3
2801860,393
4843530,7
4821960,4
4818810,263
2802400,591
4825320,34
500073,21
500049,81
504800,160
506270,431
4835550,1
4832190,15
510320,36
4828650,2
4821720,204
4818540,134
2201080,1287
2200690,198
4800030,1034
4824630,124
504020,64
4830950,92
508130,82
4834110,7
4810590,17
4834550,37
509000,7052
4820700,37
4827210,65
2801530,119
4826670,833
2801890,190
2803900,490
4809200,150
4837650,463
500006,213
503320,335
4813110,45
502700,42
4834290,302
4800209,1156
4807440,614
4800240,29
4800042,65
500044,100
504410,18
4843290,65
4821780,65
4846230,144
4815400,98
2802250,56
4807950,3
4835370,3
2802610,236
4828500,929
500076,19
4839270,129
4811700,42
505680,1210
4814550,46
4811310,15
4832400,786
4845090,281
4817610,16
4841910,5
2801410,422
4820340,4439
4844670,16
4811340,13
4835400,2574
510410,4
4845670,10
4818150,1473
4842450,314
4814970,250
4817730,1152
502580,87
4836780,17
4815330,113
512480,38
507350,54
4840550,152
4824590,417
500019,37
4839870,13
4818210,35
4842510,1943
4839360,4
4818750,5
2802520,704
2802160,442
4846350,1
4842930,22
500048,30
4835490,5
4841100,1518
4813710,65
4813960,24
4810780,65
504590,353
4814430,261
4841850,65
4838700,567
4811190,514
2804800,317
4827890,65
2802190,7343
4835310,10
4807830,3925
4831920,2
4834800,17
2802550,467
4807650,32
2200210,179
2804560,77
4824000,9
4845720,19
2804110,70
4821030,11
503710,20
4827450,143
4841670,1
500042,65
4845380,146
4817850,789
4842210,41
4814700,58
4839000,5
4818300,2322
2200900,1142
2200540,2
4821090,20
510950,266
4818120,22
4839690,224
4812810,174
4809450,24
2201710,44
4819700,11239
4841190,27
4843890,5
2800570,56
4840680,1077
4813350,29
4833010,10
4801405,208
2803450,104
2801050,339
4833630,27
2803750,53
4827030,171
4813530,74
4823250,7
2803540,179
4820280,666
2801170,109
4837150,44
4833840,17
4830250,346
2801320,2089
4830600,69
4827270,2
4800010,454
4824210,3
4831170,71
2804650,266
4801441,39
4827720,241
2801980,989
4800195,26
4837410,49
513530,114
4815930,78
2201920,29
508640,36
514140,465
4823490,11
4844820,4
2200750,391
506360,40
4829160,1097
4800268,85
2201140,1719
4812060,14
2200270,1077
4817390,982
2200330,3901
4838580,20
4819380,152
4843650,2255
4816110,10857
4840440,17
2201350,593
507560,67
2200040,65
4822230,4
4814310,280
4816570,9
4813860,7
4835070,184
