Lea State,LEA,ID,Sex,Total
MA,Westford,2512660,M,121
MA,Westford,2512660,F,0
MA,Auburn,2502220,M,181
MA,Auburn,2502220,F,62
RI,Central Falls,4400120,M,147
RI,Central Falls,4400120,F,86
CT,SOMERS SCHOOL DISTRICT,904140,M,98
CT,SOMERS SCHOOL DISTRICT,904140,F,22
ME,RSU 40/MSAD 40,2311550,M,288
ME,RSU 40/MSAD 40,2311550,F,119
CT,BRIDGEPORT SCHOOL DISTRICT,900450,M,7425
CT,BRIDGEPORT SCHOOL DISTRICT,900450,F,3924
ME,RSU 56,2314833,M,120
ME,RSU 56,2314833,F,54
NH,Dover School District,3302640,M,321
NH,Dover School District,3302640,F,129
CT,CAPITOL REGION EDUCATION COUN,900700,M,1090
CT,CAPITOL REGION EDUCATION COUN,900700,F,694
NH,Haverhill Cooperative School District,3303660,M,46
NH,Haverhill Cooperative School District,3303660,F,1
CT,WATERFORD SCHOOL DISTRICT,904860,M,44
CT,WATERFORD SCHOOL DISTRICT,904860,F,65
CT,EAST HAVEN SCHOOL DISTRICT,901290,M,581
CT,EAST HAVEN SCHOOL DISTRICT,901290,F,204
MA,Easton,2504620,M,195
MA,Easton,2504620,F,57
VT,Lamoille North Modified USD #058A,5000401,M,1
VT,Lamoille North Modified USD #058A,5000401,F,0
NH,Rochester School District,3305940,M,2819
NH,Rochester School District,3305940,F,826
NH,Manchester School District,3304590,M,6280
NH,Manchester School District,3304590,F,2646
MA,Revere,2510050,M,460
MA,Revere,2510050,F,185
MA,Walpole,2511970,M,186
MA,Walpole,2511970,F,56
NH,Lincoln-Woodstock School District,3304260,M,0
NH,Lincoln-Woodstock School District,3304260,F,0
ME,Cape Elizabeth Public Schools,2303930,M,10
ME,Cape Elizabeth Public Schools,2303930,F,1
CT,STAFFORD SCHOOL DISTRICT,904290,M,47
CT,STAFFORD SCHOOL DISTRICT,904290,F,39
MA,Spencer-E Brookfield,2500002,M,95
MA,Spencer-E Brookfield,2500002,F,84
MA,Nashoba,2508310,M,81
MA,Nashoba,2508310,F,2
MA,Wilmington,2513050,M,335
MA,Wilmington,2513050,F,78
ME,RSU 73,2314805,M,654
ME,RSU 73,2314805,F,243
ME,RSU 72/MSAD 72,2314765,M,53
ME,RSU 72/MSAD 72,2314765,F,11
MA,Agawam,2501800,M,303
MA,Agawam,2501800,F,69
CT,THOMPSON SCHOOL DISTRICT,904530,M,201
CT,THOMPSON SCHOOL DISTRICT,904530,F,34
MA,Hanover,2505790,M,55
MA,Hanover,2505790,F,82
MA,Reading,2509990,M,79
MA,Reading,2509990,F,19
MA,Seekonk,2510590,M,63
MA,Seekonk,2510590,F,31
MA,Woburn,2513200,M,281
MA,Woburn,2513200,F,111
RI,Narragansett,4400660,M,172
RI,Narragansett,4400660,F,30
VT,Harwood Unified School District,5000403,M,14
VT,Harwood Unified School District,5000403,F,2
CT,MERIDEN SCHOOL DISTRICT,902400,M,3863
CT,MERIDEN SCHOOL DISTRICT,902400,F,2242
CT,WEST HARTFORD SCHOOL DISTRICT,904920,M,255
CT,WEST HARTFORD SCHOOL DISTRICT,904920,F,122
CT,WOLCOTT SCHOOL DISTRICT,905280,M,91
CT,WOLCOTT SCHOOL DISTRICT,905280,F,20
NH,Kearsarge Regional School District,3304040,M,19
NH,Kearsarge Regional School District,3304040,F,10
MA,Sandwich,2510470,M,157
MA,Sandwich,2510470,F,48
ME,RSU 03/MSAD 03,2311520,M,358
ME,RSU 03/MSAD 03,2311520,F,84
CT,CLINTON SCHOOL DISTRICT,900810,M,159
CT,CLINTON SCHOOL DISTRICT,900810,F,24
CT,EdAdvance,903512,M,21
CT,EdAdvance,903512,F,3
ME,RSU 14,2314793,M,405
ME,RSU 14,2314793,F,155
MA,Holyoke,2506270,M,1694
MA,Holyoke,2506270,F,838
NH,Nashua School District,3304980,M,2847
NH,Nashua School District,3304980,F,1361
NH,Derry School District,3302610,M,835
NH,Derry School District,3302610,F,194
MA,Watertown,2512180,M,42
MA,Watertown,2512180,F,144
ME,RSU 26,2314778,M,14
ME,RSU 26,2314778,F,2
RI,North Providence,4400780,M,439
RI,North Providence,4400780,F,162
MA,Bridgewater-Raynham,2503030,M,709
MA,Bridgewater-Raynham,2503030,F,72
VT,Brattleboro School District,5002490,M,17
VT,Brattleboro School District,5002490,F,18
RI,Chariho,4400150,M,229
RI,Chariho,4400150,F,24
CT,MONROE SCHOOL DISTRICT,902550,M,98
CT,MONROE SCHOOL DISTRICT,902550,F,8
CT,WESTON SCHOOL DISTRICT,905010,M,25
CT,WESTON SCHOOL DISTRICT,905010,F,35
MA,Norwood,2509060,M,231
MA,Norwood,2509060,F,78
ME,RSU 75/MSAD 75,2314768,M,257
ME,RSU 75/MSAD 75,2314768,F,101
CT,KILLINGLY SCHOOL DISTRICT,902070,M,173
CT,KILLINGLY SCHOOL DISTRICT,902070,F,68
CT,OLD SAYBROOK SCHOOL DISTRICT,903180,M,49
CT,OLD SAYBROOK SCHOOL DISTRICT,903180,F,30
MA,Milford,2507860,M,416
MA,Milford,2507860,F,160
ME,RSU 41/MSAD 41,2311580,M,235
ME,RSU 41/MSAD 41,2311580,F,125
ME,RSU 53/MSAD 53,2314610,M,186
ME,RSU 53/MSAD 53,2314610,F,26
CT,GUILFORD SCHOOL DISTRICT,901800,M,135
CT,GUILFORD SCHOOL DISTRICT,901800,F,42
RI,East Providence,4400330,M,1269
RI,East Providence,4400330,F,524
MA,Lowell,2507020,M,2135
MA,Lowell,2507020,F,635
NH,Governor Wentworth Reg School District,3303330,M,779
NH,Governor Wentworth Reg School District,3303330,F,134
CT,CANTON SCHOOL DISTRICT,900690,M,89
CT,CANTON SCHOOL DISTRICT,900690,F,20
CT,PORTLAND SCHOOL DISTRICT,903390,M,170
CT,PORTLAND SCHOOL DISTRICT,903390,F,21
NH,Contoocook Valley School District,3302480,M,112
NH,Contoocook Valley School District,3302480,F,25
ME,Lisbon Public Schools,2307530,M,54
ME,Lisbon Public Schools,2307530,F,23
MA,Wellesley,2512270,M,29
MA,Wellesley,2512270,F,4
NH,Pelham School District,3305550,M,121
NH,Pelham School District,3305550,F,26
CT,PLAINFIELD SCHOOL DISTRICT,903270,M,176
CT,PLAINFIELD SCHOOL DISTRICT,903270,F,31
CT,REGIONAL SCHOOL DISTRICT 10,903520,M,129
CT,REGIONAL SCHOOL DISTRICT 10,903520,F,10
CT,SOUTHINGTON SCHOOL DISTRICT,904230,M,138
CT,SOUTHINGTON SCHOOL DISTRICT,904230,F,0
CT,LEBANON SCHOOL DISTRICT,902130,M,49
CT,LEBANON SCHOOL DISTRICT,902130,F,18
MA,Sutton,2511400,M,112
MA,Sutton,2511400,F,16
MA,Gill-Montague,2505270,M,74
MA,Gill-Montague,2505270,F,21
MA,Uxbridge,2511850,M,123
MA,Uxbridge,2511850,F,12
VT,Rivendell Interstate School District,5000024,M,61
VT,Rivendell Interstate School District,5000024,F,10
MA,Maynard,2507500,M,58
MA,Maynard,2507500,F,7
ME,Augusta Public Schools,2302640,M,536
ME,Augusta Public Schools,2302640,F,315
CT,REGIONAL SCHOOL DISTRICT 14,903536,M,136
CT,REGIONAL SCHOOL DISTRICT 14,903536,F,45
MA,Winthrop,2513170,M,102
MA,Winthrop,2513170,F,24
MA,Monomoy Regional School District,2500544,M,258
MA,Monomoy Regional School District,2500544,F,72
MA,Middleborough,2507770,M,276
MA,Middleborough,2507770,F,172
MA,Stoneham,2511220,M,127
MA,Stoneham,2511220,F,63
MA,Freetown-Lakeville,2505070,M,95
MA,Freetown-Lakeville,2505070,F,27
MA,Mashpee,2507440,M,163
MA,Mashpee,2507440,F,24
CT,REGIONAL SCHOOL DISTRICT 12,903530,M,36
CT,REGIONAL SCHOOL DISTRICT 12,903530,F,10
ME,RSU 34,2314782,M,91
ME,RSU 34,2314782,F,26
ME,RSU 25,2314796,M,95
ME,RSU 25,2314796,F,35
MA,Lynn,2507110,M,2511
MA,Lynn,2507110,F,817
CT,MIDDLETOWN SCHOOL DISTRICT,902490,M,394
CT,MIDDLETOWN SCHOOL DISTRICT,902490,F,230
ME,Scarborough Public Schools,2310530,M,36
ME,Scarborough Public Schools,2310530,F,27
MA,Lincoln,2506900,M,13
MA,Lincoln,2506900,F,2
ME,RSU 21,2314773,M,51
ME,RSU 21,2314773,F,10
MA,Belmont,2502490,M,135
MA,Belmont,2502490,F,28
NH,Mascoma Valley Reg School District,3304680,M,128
NH,Mascoma Valley Reg School District,3304680,F,19
CT,BRISTOL SCHOOL DISTRICT,900510,M,1138
CT,BRISTOL SCHOOL DISTRICT,900510,F,535
CT,REGIONAL SCHOOL DISTRICT 07,903720,M,72
CT,REGIONAL SCHOOL DISTRICT 07,903720,F,1
RI,South Kingstown,4401020,M,119
RI,South Kingstown,4401020,F,60
MA,Westfield,2512630,M,865
MA,Westfield,2512630,F,373
ME,RSU 18,2314779,M,172
ME,RSU 18,2314779,F,93
ME,RSU 39,2314794,M,148
ME,RSU 39,2314794,F,35
RI,Middletown,4400630,M,11
RI,Middletown,4400630,F,2
MA,Greenfield,2505490,M,534
MA,Greenfield,2505490,F,143
MA,Saugus,2510500,M,195
MA,Saugus,2510500,F,30
ME,RSU 87/MSAD 23,2310980,M,45
ME,RSU 87/MSAD 23,2310980,F,3
NH,Hudson School District,3303930,M,587
NH,Hudson School District,3303930,F,186
CT,UNIFIED SCHOOL DISTRICT #2,900004,M,0
CT,UNIFIED SCHOOL DISTRICT #2,900004,F,0
CT,WINDHAM SCHOOL DISTRICT,905190,M,612
CT,WINDHAM SCHOOL DISTRICT,905190,F,143
MA,Dracut,2504320,M,329
MA,Dracut,2504320,F,90
CT,WILTON SCHOOL DISTRICT,905130,M,46
CT,WILTON SCHOOL DISTRICT,905130,F,27
MA,Lunenburg,2507080,M,64
MA,Lunenburg,2507080,F,2
ME,Auburn Public Schools,2302610,M,113
ME,Auburn Public Schools,2302610,F,52
MA,North Adams,2508670,M,770
MA,North Adams,2508670,F,363
MA,Fairhaven,2504800,M,522
MA,Fairhaven,2504800,F,132
MA,Tyngsborough,2511760,M,48
MA,Tyngsborough,2511760,F,4
ME,RSU 58/MSAD 58,2314300,M,37
ME,RSU 58/MSAD 58,2314300,F,25
MA,Billerica,2502670,M,277
MA,Billerica,2502670,F,139
MA,West Bridgewater,2512420,M,11
MA,West Bridgewater,2512420,F,0
VT,Hartford School District,5004590,M,258
VT,Hartford School District,5004590,F,54
CT,BRANFORD SCHOOL DISTRICT,900420,M,196
CT,BRANFORD SCHOOL DISTRICT,900420,F,107
MA,Braintree,2502940,M,246
MA,Braintree,2502940,F,30
MA,Worcester,2513230,M,1514
MA,Worcester,2513230,F,707
NH,Epping School District,3302880,M,51
NH,Epping School District,3302880,F,8
MA,Somerville,2510890,M,341
MA,Somerville,2510890,F,104
MA,East Longmeadow,2504500,M,228
MA,East Longmeadow,2504500,F,107
CT,PLYMOUTH SCHOOL DISTRICT,903330,M,101
CT,PLYMOUTH SCHOOL DISTRICT,903330,F,23
MA,Littleton Public Schools,2506960,M,41
MA,Littleton Public Schools,2506960,F,13
CT,WEST HAVEN SCHOOL DISTRICT,904950,M,555
CT,WEST HAVEN SCHOOL DISTRICT,904950,F,373
MA,Northborough,2508880,M,21
MA,Northborough,2508880,F,0
NH,Shaker Regional School District,3306180,M,177
NH,Shaker Regional School District,3306180,F,77
MA,Gardner,2505130,M,828
MA,Gardner,2505130,F,350
MA,North Andover,2508700,M,131
MA,North Andover,2508700,F,52
CT,NEWTOWN SCHOOL DISTRICT,902910,M,116
CT,NEWTOWN SCHOOL DISTRICT,902910,F,16
ME,RSU 44/MSAD 44,2311670,M,55
ME,RSU 44/MSAD 44,2311670,F,2
NH,Northumberland School District,3305400,M,10
NH,Northumberland School District,3305400,F,0
MA,Marlborough,2507320,M,155
MA,Marlborough,2507320,F,76
CT,DERBY SCHOOL DISTRICT,901110,M,429
CT,DERBY SCHOOL DISTRICT,901110,F,85
MA,Whitman-Hanson,2512930,M,149
MA,Whitman-Hanson,2512930,F,61
ME,RSU 17/MSAD 17,2310770,M,889
ME,RSU 17/MSAD 17,2310770,F,235
ME,RSU 16,2314775,M,92
ME,RSU 16,2314775,F,44
CT,NEW CANAAN SCHOOL DISTRICT,902700,M,24
CT,NEW CANAAN SCHOOL DISTRICT,902700,F,0
NH,Merrimack School District,3304740,M,784
NH,Merrimack School District,3304740,F,215
MA,Canton,2503300,M,42
MA,Canton,2503300,F,13
ME,RSU 64/MSAD 64,2314440,M,128
ME,RSU 64/MSAD 64,2314440,F,66
MA,Ipswich,2506480,M,14
MA,Ipswich,2506480,F,5
MA,Framingham,2504980,M,1357
MA,Framingham,2504980,F,293
MA,Taunton,2511520,M,900
MA,Taunton,2511520,F,365
MA,Georgetown,2505220,M,14
MA,Georgetown,2505220,F,0
MA,Natick,2508340,M,68
MA,Natick,2508340,F,15
ME,RSU 06/MSAD 06,2311790,M,358
ME,RSU 06/MSAD 06,2311790,F,204
CT,REGIONAL SCHOOL DISTRICT 16,903538,M,87
CT,REGIONAL SCHOOL DISTRICT 16,903538,F,11
VT,Rockingham School District,5006930,M,9
VT,Rockingham School District,5006930,F,1
RI,Burrillville,4400090,M,551
RI,Burrillville,4400090,F,97
MA,Triton,2511740,M,141
MA,Triton,2511740,F,31
CT,MANSFIELD SCHOOL DISTRICT,902340,M,10
CT,MANSFIELD SCHOOL DISTRICT,902340,F,7
CT,WESTPORT SCHOOL DISTRICT,905040,M,71
CT,WESTPORT SCHOOL DISTRICT,905040,F,15
MA,Wareham,2512060,M,1080
MA,Wareham,2512060,F,273
CT,DARIEN SCHOOL DISTRICT,901050,M,30
CT,DARIEN SCHOOL DISTRICT,901050,F,4
ME,RSU 52/MSAD 52,2314160,M,356
ME,RSU 52/MSAD 52,2314160,F,96
CT,HARTFORD SCHOOL DISTRICT,901920,M,6487
CT,HARTFORD SCHOOL DISTRICT,901920,F,3957
ME,Waterville Public Schools,2313350,M,23
ME,Waterville Public Schools,2313350,F,13
MA,Northbridge,2508940,M,261
MA,Northbridge,2508940,F,86
MA,Melrose,2507620,M,35
MA,Melrose,2507620,F,17
ME,Falmouth Public Schools,2305670,M,47
ME,Falmouth Public Schools,2305670,F,23
CT,SEYMOUR SCHOOL DISTRICT,903990,M,284
CT,SEYMOUR SCHOOL DISTRICT,903990,F,167
MA,North Middlesex,2508790,M,129
MA,North Middlesex,2508790,F,19
NH,Newmarket School District,3305280,M,40
NH,Newmarket School District,3305280,F,21
ME,RSU 51/MSAD 51,2314240,M,13
ME,RSU 51/MSAD 51,2314240,F,9
MA,Attleboro,2502190,M,1037
MA,Attleboro,2502190,F,273
RI,Cranston,4400240,M,1473
RI,Cranston,4400240,F,514
MA,Easthampton,2504590,M,83
MA,Easthampton,2504590,F,32
MA,Mount Greylock Regional School District,2508160,M,3
MA,Mount Greylock Regional School District,2508160,F,13
CT,WINDSOR LOCKS SCHOOL DISTRICT,905250,M,197
CT,WINDSOR LOCKS SCHOOL DISTRICT,905250,F,71
CT,STONINGTON SCHOOL DISTRICT,904380,M,196
CT,STONINGTON SCHOOL DISTRICT,904380,F,22
VT,Essex-Westford Educational Community Unified School District,5000395,M,110
VT,Essex-Westford Educational Community Unified School District,5000395,F,55
MA,Falmouth,2504860,M,602
MA,Falmouth,2504860,F,201
CT,NORWALK SCHOOL DISTRICT,903090,M,1100
CT,NORWALK SCHOOL DISTRICT,903090,F,483
ME,RSU 35/MSAD 35,2311370,M,119
ME,RSU 35/MSAD 35,2311370,F,17
VT,Colchester School District,5003240,M,160
VT,Colchester School District,5003240,F,25
ME,RSU 15/MSAD 15,2310710,M,253
ME,RSU 15/MSAD 15,2310710,F,24
ME,RSU 59/MSAD 59,2314560,M,109
ME,RSU 59/MSAD 59,2314560,F,29
MA,Norton,2509000,M,115
MA,Norton,2509000,F,33
MA,Plymouth,2509720,M,879
MA,Plymouth,2509720,F,220
CT,BERLIN SCHOOL DISTRICT,900210,M,71
CT,BERLIN SCHOOL DISTRICT,900210,F,10
VT,Rutland City School District,5007050,M,320
VT,Rutland City School District,5007050,F,100
ME,Machias Public Schools,2307710,M,36
ME,Machias Public Schools,2307710,F,12
MA,Concord,2503840,M,6
MA,Concord,2503840,F,0
MA,Douglas,2504230,M,30
MA,Douglas,2504230,F,0
ME,Jonesport Public Schools,2307100,M,4
ME,Jonesport Public Schools,2307100,F,0
CT,SHELTON SCHOOL DISTRICT,904050,M,287
CT,SHELTON SCHOOL DISTRICT,904050,F,163
CT,GRISWOLD SCHOOL DISTRICT,901740,M,233
CT,GRISWOLD SCHOOL DISTRICT,901740,F,113
CT,VERNON SCHOOL DISTRICT,904680,M,517
CT,VERNON SCHOOL DISTRICT,904680,F,128
MA,Hingham,2506090,M,75
MA,Hingham,2506090,F,22
NH,Barrington School District,3301650,M,4
NH,Barrington School District,3301650,F,0
MA,Wakefield,2511910,M,370
MA,Wakefield,2511910,F,55
MA,Arlington,2501980,M,299
MA,Arlington,2501980,F,76
MA,Groton-Dunstable,2505500,M,43
MA,Groton-Dunstable,2505500,F,6
NH,Hooksett School District,3303870,M,34
NH,Hooksett School District,3303870,F,15
NH,Lebanon School District,3304230,M,167
NH,Lebanon School District,3304230,F,55
MA,Lawrence,2506660,M,2768
MA,Lawrence,2506660,F,897
CT,MILFORD SCHOOL DISTRICT,902520,M,320
CT,MILFORD SCHOOL DISTRICT,902520,F,70
CT,EAST HADDAM SCHOOL DISTRICT,901200,M,37
CT,EAST HADDAM SCHOOL DISTRICT,901200,F,12
CT,REGIONAL SCHOOL DISTRICT 05,903660,M,50
CT,REGIONAL SCHOOL DISTRICT 05,903660,F,24
MA,Monson,2508040,M,55
MA,Monson,2508040,F,9
MA,Foxborough,2504950,M,144
MA,Foxborough,2504950,F,40
CT,AVON SCHOOL DISTRICT,900120,M,95
CT,AVON SCHOOL DISTRICT,900120,F,11
ME,RSU 05,2314789,M,72
ME,RSU 05,2314789,F,54
MA,Manchester Essex Regional,2500067,M,11
MA,Manchester Essex Regional,2500067,F,0
MA,Quaboag Regional,2512100,M,167
MA,Quaboag Regional,2512100,F,91
ME,RSU 12,2314780,M,30
ME,RSU 12,2314780,F,3
CT,MONTVILLE SCHOOL DISTRICT,902580,M,188
CT,MONTVILLE SCHOOL DISTRICT,902580,F,29
MA,Quincy,2509870,M,736
MA,Quincy,2509870,F,285
RI,Portsmouth,4400870,M,47
RI,Portsmouth,4400870,F,90
MA,Pembroke,2509420,M,204
MA,Pembroke,2509420,F,47
RI,Cumberland,4400270,M,318
RI,Cumberland,4400270,F,100
CT,REGIONAL SCHOOL DISTRICT 04,903630,M,77
CT,REGIONAL SCHOOL DISTRICT 04,903630,F,4
MA,Medford,2507560,M,409
MA,Medford,2507560,F,133
MA,Southern Berkshire,2511040,M,0
MA,Southern Berkshire,2511040,F,0
MA,Westport,2512780,M,36
MA,Westport,2512780,F,0
MA,Leicester,2506720,M,130
MA,Leicester,2506720,F,4
ME,RSU 23,2314784,M,54
ME,RSU 23,2314784,F,46
CT,SIMSBURY SCHOOL DISTRICT,904110,M,62
CT,SIMSBURY SCHOOL DISTRICT,904110,F,10
ME,RSU 49/MSAD 49,2314330,M,656
ME,RSU 49/MSAD 49,2314330,F,176
NH,Hopkinton School District,3303900,M,44
NH,Hopkinton School District,3303900,F,12
RI,West Warwick,4401140,M,541
RI,West Warwick,4401140,F,178
RI,Newport,4400720,M,387
RI,Newport,4400720,F,259
ME,RSU 24,2314790,M,126
ME,RSU 24,2314790,F,43
CT,NEW FAIRFIELD SCHOOL DISTRICT,902730,M,108
CT,NEW FAIRFIELD SCHOOL DISTRICT,902730,F,23
CT,EASTERN CONNECTICUT REGIONAL,901360,M,29
CT,EASTERN CONNECTICUT REGIONAL,901360,F,24
ME,Yarmouth Schools,2314100,M,14
ME,Yarmouth Schools,2314100,F,2
VT,Addison Northwest School District,5000398,M,16
VT,Addison Northwest School District,5000398,F,4
MA,Everett,2504770,M,554
MA,Everett,2504770,F,196
CT,NEW HAVEN SCHOOL DISTRICT,902790,M,4137
CT,NEW HAVEN SCHOOL DISTRICT,902790,F,2720
CT,WINDSOR SCHOOL DISTRICT,905220,M,611
CT,WINDSOR SCHOOL DISTRICT,905220,F,285
RI,Woonsocket Education Department,4401200,M,1200
RI,Woonsocket Education Department,4401200,F,708
MA,Leominster,2506780,M,4
MA,Leominster,2506780,F,5
MA,Malden,2507170,M,456
MA,Malden,2507170,F,193
CT,BARKHAMSTED SCHOOL DISTRICT,900150,M,0
CT,BARKHAMSTED SCHOOL DISTRICT,900150,F,0
NH,Hinsdale School District,3303780,M,78
NH,Hinsdale School District,3303780,F,13
RI,Scituate,4400960,M,14
RI,Scituate,4400960,F,3
RI,Lincoln,4400570,M,280
RI,Lincoln,4400570,F,107
NH,Bedford School District,3301740,M,421
NH,Bedford School District,3301740,F,54
NH,Litchfield School District,3304350,M,166
NH,Litchfield School District,3304350,F,36
NH,Inter-lakes School District,3303960,M,26
NH,Inter-lakes School District,3303960,F,11
VT,Winooski School District,5009360,M,60
VT,Winooski School District,5009360,F,21
VT,Lunenburg School District,5005280,M,37
VT,Lunenburg School District,5005280,F,0
ME,Westbrook Public Schools,2313560,M,401
ME,Westbrook Public Schools,2313560,F,159
CT,GRANBY SCHOOL DISTRICT,901680,M,14
CT,GRANBY SCHOOL DISTRICT,901680,F,1
CT,TORRINGTON SCHOOL DISTRICT,904590,M,585
CT,TORRINGTON SCHOOL DISTRICT,904590,F,169
MA,Bedford,2502400,M,412
MA,Bedford,2502400,F,181
NH,Gilford School District,3303180,M,109
NH,Gilford School District,3303180,F,45
MA,Newburyport,2508580,M,34
MA,Newburyport,2508580,F,10
CT,TRUMBULL SCHOOL DISTRICT,904620,M,147
CT,TRUMBULL SCHOOL DISTRICT,904620,F,48
ME,RSU 38,2314788,M,42
ME,RSU 38,2314788,F,27
ME,RSU 71,2314822,M,141
ME,RSU 71,2314822,F,85
ME,Saco Public Schools,2310380,M,344
ME,Saco Public Schools,2310380,F,146
VT,Addison Central Unified School District,5000402,M,47
VT,Addison Central Unified School District,5000402,F,19
VT,Mount Mansfield Modified USD #401A,5000387,M,0
VT,Mount Mansfield Modified USD #401A,5000387,F,0
MA,Abington,2501650,M,165
MA,Abington,2501650,F,30
CT,WATERTOWN SCHOOL DISTRICT,904890,M,224
CT,WATERTOWN SCHOOL DISTRICT,904890,F,94
MA,Tewksbury,2511580,M,289
MA,Tewksbury,2511580,F,117
CT,RIDGEFIELD SCHOOL DISTRICT,903810,M,35
CT,RIDGEFIELD SCHOOL DISTRICT,903810,F,0
CT,EAST GRANBY SCHOOL DISTRICT,901170,M,51
CT,EAST GRANBY SCHOOL DISTRICT,901170,F,37
MA,Milton,2507980,M,156
MA,Milton,2507980,F,19
CT,EAST LYME PUBLIC SCHOOL DISTRICT,901320,M,158
CT,EAST LYME PUBLIC SCHOOL DISTRICT,901320,F,38
MA,Springfield,2511130,M,5598
MA,Springfield,2511130,F,3466
MA,Hopedale,2506300,M,121
MA,Hopedale,2506300,F,1
MA,Rockland,2510170,M,120
MA,Rockland,2510170,F,38
MA,Hudson,2506390,M,228
MA,Hudson,2506390,F,63
NH,Jaffrey-Rindge Coop School District,3304030,M,36
NH,Jaffrey-Rindge Coop School District,3304030,F,20
RI,Pawtucket,4400840,M,0
RI,Pawtucket,4400840,F,0
NH,Wilton-Lyndeboro School District,3307115,M,84
NH,Wilton-Lyndeboro School District,3307115,F,153
CT,PUTNAM SCHOOL DISTRICT,903480,M,113
CT,PUTNAM SCHOOL DISTRICT,903480,F,22
MA,Duxbury,2504410,M,121
MA,Duxbury,2504410,F,55
MA,Southbridge,2511010,M,419
MA,Southbridge,2511010,F,166
CT,NEW BRITAIN SCHOOL DISTRICT,902670,M,2526
CT,NEW BRITAIN SCHOOL DISTRICT,902670,F,1242
CT,NORTH HAVEN SCHOOL DISTRICT,903030,M,212
CT,NORTH HAVEN SCHOOL DISTRICT,903030,F,107
CT,BETHEL SCHOOL DISTRICT,900270,M,190
CT,BETHEL SCHOOL DISTRICT,900270,F,34
MA,Cambridge,2503270,M,302
MA,Cambridge,2503270,F,140
NH,Raymond School District,3305880,M,235
NH,Raymond School District,3305880,F,50
CT,SUFFIELD SCHOOL DISTRICT,904470,M,95
CT,SUFFIELD SCHOOL DISTRICT,904470,F,36
NH,Goffstown School District,3303240,M,700
NH,Goffstown School District,3303240,F,251
NH,Salem School District,3306060,M,205
NH,Salem School District,3306060,F,152
ME,Brunswick Public Schools,2303780,M,118
ME,Brunswick Public Schools,2303780,F,53
CT,ANSONIA SCHOOL DISTRICT,900060,M,579
CT,ANSONIA SCHOOL DISTRICT,900060,F,367
VT,Strafford School District,5007830,M,2
VT,Strafford School District,5007830,F,0
ME,Biddeford Public Schools,2303150,M,368
ME,Biddeford Public Schools,2303150,F,154
MA,Northampton,2508850,M,249
MA,Northampton,2508850,F,40
RI,Bristol Warren,4400065,M,811
RI,Bristol Warren,4400065,F,547
MA,Medfield,2507530,M,18
MA,Medfield,2507530,F,3
MA,Clinton,2503750,M,176
MA,Clinton,2503750,F,76
MA,Oxford,2509270,M,114
MA,Oxford,2509270,F,20
CT,NEW HARTFORD SCHOOL DISTRICT,902760,M,4
CT,NEW HARTFORD SCHOOL DISTRICT,902760,F,1
MA,Sharon,2510620,M,46
MA,Sharon,2510620,F,1
MA,Hull,2506420,M,167
MA,Hull,2506420,F,25
NH,Claremont School District,3302340,M,203
NH,Claremont School District,3302340,F,91
NH,Franklin School District,3303090,M,708
NH,Franklin School District,3303090,F,212
MA,Lynnfield,2507140,M,54
MA,Lynnfield,2507140,F,19
ME,Calais Public Schools,2303870,M,54
ME,Calais Public Schools,2303870,F,10
CT,REGIONAL SCHOOL DISTRICT 15,903537,M,125
CT,REGIONAL SCHOOL DISTRICT 15,903537,F,42
CT,COVENTRY SCHOOL DISTRICT,900960,M,23
CT,COVENTRY SCHOOL DISTRICT,900960,F,2
MA,Narragansett Regional School District,2508280,M,113
MA,Narragansett Regional School District,2508280,F,23
MA,South Hadley,2510920,M,120
MA,South Hadley,2510920,F,97
NH,Merrimack Valley School District,3304760,M,391
NH,Merrimack Valley School District,3304760,F,163
MA,Danvers,2503990,M,273
MA,Danvers,2503990,F,65
ME,RSU 37/MSAD 37,2311430,M,111
ME,RSU 37/MSAD 37,2311430,F,17
RI,Westerly,4401170,M,380
RI,Westerly,4401170,F,185
ME,Portland Public Schools,2309930,M,384
ME,Portland Public Schools,2309930,F,200
CT,Connecticut Technical Education and Career System,900002,M,2509
CT,Connecticut Technical Education and Career System,900002,F,1554
NH,Keene School District,3304050,M,419
NH,Keene School District,3304050,F,198
NH,Moultonborough School District,3304960,M,14
NH,Moultonborough School District,3304960,F,4
MA,Blackstone-Millville,2502715,M,39
MA,Blackstone-Millville,2502715,F,7
NH,Lisbon Regional School District,3304290,M,87
NH,Lisbon Regional School District,3304290,F,4
CT,GROTON SCHOOL DISTRICT,901770,M,373
CT,GROTON SCHOOL DISTRICT,901770,F,166
ME,RSU 54/MSAD 54,2314590,M,312
ME,RSU 54/MSAD 54,2314590,F,66
NH,Windham School District,3307170,M,72
NH,Windham School District,3307170,F,9
MA,Southwick-Tolland-Granville Regional School District,2500013,M,75
MA,Southwick-Tolland-Granville Regional School District,2500013,F,8
CT,LITCHFIELD SCHOOL DISTRICT,902220,M,36
CT,LITCHFIELD SCHOOL DISTRICT,902220,F,11
MA,Wayland,2512210,M,0
MA,Wayland,2512210,F,0
ME,RSU 74/MSAD 74,2314767,M,112
ME,RSU 74/MSAD 74,2314767,F,37
CT,AREA COOPERATIVE EDUCATIONAL,900070,M,491
CT,AREA COOPERATIVE EDUCATIONAL,900070,F,141
RI,Providence,4400900,M,4448
RI,Providence,4400900,F,2198
